韻	字	簡化字	推導音	校正音	罕用標記	註
ou	輈		zhou1			
ou	鉤	钩	gou1			
ou	鳩	鸠	jou1			
ou	麀		you1			
ou	㮲		chou1			
ou	嘔	呕	ou1			
ou	彄		kou1			
ou	摗		sou1			
ou	摳	抠	kou1			
ou	樇		siou1			
ou	滱		kou1			
ou	漚	沤	ou1			
ou	稵		ziou1			
ou	箃		zhou1			
ou	緅		zhou1			
ou	緅		zou1			
ou	蓲		qou1			
ou	蓲		ou1			
ou	髤		xou1			
ou	䎿		ziou1			
ou	䗏		shou1			
ou	憂	忧	you1			
ou	樛		jou1			
ou	歐	欧	ou1			
ou	犙		shou1			
ou	甌	瓯	ou1			
ou	篍		ciou1			
ou	緧		ciou1			
ou	緱	缑	gou1			
ou	膒		ou1			
ou	蝤		ziou1			
ou	螋		shou1			
ou	褠		gou1			
ou	調	调	zhou1			
ou	賙	周	zhou1			
ou	輖		zhou1			
ou	鋀		tou1			
ou	䑼		zhou1			
ou	䤇		shou1			
ou	瘳		chou1			
ou	瞘		kou1			
ou	瞘		ou1			
ou	篘		chou1			
ou	篝		gou1			
ou	趥		ciou1			
ou	鄹		zhou1			
ou	醔		chou1			
ou	醙		shou1			
ou	髹		xou1			
ou	鮂		ziou1			
ou	鴝	鸲	gou1			
ou	䁱		kou1			
ou	䁱		ou1			
ou	䙔		ou1			
ou	䤹		shou1			
ou	䨂		ciou1			
ou	優	优	you1			
ou	盩		zhou1			
ou	篼		dou1			
ou	謅	诌	chou1			
ou	鄾		you1			
ou	鍮		tou1			
ou	鎪	锼	shou1			
ou	餿	馊	shou1			
ou	鵂	鸺	xou1			
ou	龜	龟	jou1			
ou	㵻		xou1			
ou	䐹		shou1			
ou	䜅		cou1			
ou	䡭		siou1			
ou	䩳		sou1			
ou	䬒		shou1			
ou	嚘		you1			
ou	櫙		ou1			
ou	瀀		you1			
ou	獶		you1			
ou	蟗		ciou1			
ou	謳	讴	ou1			
ou	醧		ou1			
ou	鞦	秋	ciou1			
ou	鞧		ciou1			
ou	颼	飕	shou1			
ou	饈	馐	siou1			
ou	㱊		you1			
ou	䮟		shou1			
ou	櫌		you1			
ou	鏂		ou1			
ou	鏉		sou1			
ou	鞲		gou1			
ou	韝		gou1			
ou	韝		kou1			
ou	騪		shou1			
ou	鬏		ziou1			
ou	黀		zhou1			
ou	齁		hou1			
ou	犨		chou1			
ou	騶	驺	zhou1			
ou	鰌		ciou1			
ou	鰍	鳅	ciou1			
ou	鶖		ciou1			
ou	䰍		xou1			
ou	纋		you1			
ou	耰		you1			
ou	譸		zhou1			
ou	䵸		ciou1			
ou	鷗	鸥	ou1			
ou	齱		zhou1			
ou	犫		chou1			
ou	飍		xou1			
ou	鬮	阄	jou1			
ou	𠁫		qou1			
ou	𠃚		jou1			
ou	𠘂		sou1			
ou	𠛎		gou1			
ou	𠠳		jou1			
ou	𠿈		zhou1			
ou	𡠼		sou1			
ou	𢂁		kou1			
ou	𢆶		you1			
ou	𢕶		you1			
ou	𢬆		chou1			
ou	𢭆		chou1			
ou	𢯱		shou1			
ou	𣟼		ziou1			
ou	𣠏		zou1			
ou	𣢜		you1			
ou	𣸈		shou1			
ou	𤫱		gou1			
ou	𥆖		dou1			
ou	𥈌		chou1			
ou	𥎻		zhou1			
ou	𥴴		gou1			
ou	𥺝		zhou1			
ou	𥻤		chou1			
ou	𦃈		ciou1			
ou	𦜵		xou1			
ou	𦫶		jou1			
ou	𦭺		jou1			
ou	𦺋		shou1			
ou	𧀥		you1			
ou	𧍘		you1			
ou	𧢗		dou1			
ou	𧯠		dou1			
ou	𧻖		zhou1			
ou	𧽏		shou1			
ou	𨃘		zhou1			
ou	𨜛		shou1			
ou	𨷺		jou1			
ou	𩌱		sou1			
ou	𩛢		siou1			
ou	𩜯		shou1			
ou	𩝧		siou1			
ou	𩢮		xou1			
ou	𩢸		zhou1			
ou	𩭓		ziou1			
ou	𩮶		sou1			
ou	𩮷		dou1			
ou	𪅺		hou1			
ou	𪋎		you1			
ou	𪓟		gou1			
ou	𪓰		ciou1			
ou	𪓵		ciou1			
ou	亠		tou2			
ou	仇		qou2			
ou	冘		you2			
ou	厹		qou2			
ou	尤		you2			
ou	牛		you2			
ou	叴		qou2			
ou	囚		siou2			
ou	扏		qou2			
ou	犰		qou2			
ou	由		you2			
ou	矛		miou2			
ou	艽		qou2			
ou	朹		qou2			
ou	汓		siou2			
ou	牟		miou2			
ou	肍		qou2			
ou	卣		you2			
ou	囮		you2			
ou	坄		tou2			
ou	抌		you2			
ou	投		tou2			
ou	攸		you2			
ou	求		qou2			
ou	沋		you2			
ou	甹		you2			
ou	邮		you2			
ou	㳅		liou2			
ou	䊵		qou2			
ou	侔		miou2			
ou	劺		miou2			
ou	怞		chou2			
ou	油		you2			
ou	泅		siou2			
ou	肬		you2			
ou	苬		siou2			
ou	虯	虬	qou2			
ou	䜪		qou2			
ou	侯		hou2			
ou	俅		qou2			
ou	剅		lou2			
ou	恈		miou2			
ou	斿		you2			
ou	柔		rhou2			
ou	疣		you2			
ou	矦		hou2			
ou	觓		qou2			
ou	訄		qou2			
ou	訅		qou2			
ou	酋		ciou2			
ou	㭝		qou2			
ou	㳛		you2			
ou	䍃		you2			
ou	庮		you2			
ou	捄		qou2			
ou	浟		you2			
ou	秞		you2			
ou	舀		you2			
ou	莍		qou2			
ou	逑		qou2			
ou	郵	邮	you2			
ou	釚		qou2			
ou	流		liou2			
ou	留		liou2			
ou	㓱		tou2			
ou	䚻		you2			
ou	偤		you2			
ou	婁	娄	lou2			
ou	悠		you2			
ou	梂		qou2			
ou	殏		qou2			
ou	毬	球	qou2			
ou	球		qou2			
ou	眸		miou2			
ou	紬		chou2			
ou	脙		qou2			
ou	菗		chou2			
ou	蚰		you2			
ou	訧		you2			
ou	鄇		hou2			
ou	頄		qou2			
ou	馗		qou2			
ou	㢏		tou2			
ou	㥢		ciou2			
ou	㾞		you2			
ou	喉		hou2			
ou	堥		miou2			
ou	崷		ciou2			
ou	帿		hou2			
ou	揄		you2			
ou	揄		tou2			
ou	揉		rhou2			
ou	棸		chou2			
ou	椆		chou2			
ou	游		you2			
ou	猴		hou2			
ou	猶	犹	you2			
ou	腄		you2			
ou	葇		rhou2			
ou	葔		hou2			
ou	蛑		miou2			
ou	裗		liou2			
ou	遊	游	you2			
ou	遒		ciou2			
ou	硫		liou2			
ou	㮢		hou2			
ou	䖻		liou2			
ou	僂	偻	lou2			
ou	勠		liou2			
ou	嵧		liou2			
ou	愁		chou2			
ou	旒		liou2			
ou	楢		you2			
ou	歈		tou2			
ou	煪		ciou2			
ou	牏		tou2			
ou	猷		you2			
ou	瑈		rhou2			
ou	稠		chou2			
ou	絿		qou2			
ou	腬		rhou2			
ou	蒥		liou2			
ou	蛷		qou2			
ou	裘		qou2			
ou	裯		chou2			
ou	詶	酬	chou2			
ou	遛		liou2			
ou	酬		chou2			
ou	鈾	铀	you2			
ou	雺		miou2			
ou	骰		tou2			
ou	㽥		rhou2			
ou	䟵		qou2			
ou	䣇		qou2			
ou	嘍	喽	lou2			
ou	廔		lou2			
ou	慒		siou2			
ou	慺		lou2			
ou	憀		liou2			
ou	摎		liou2			
ou	摟	搂	lou2			
ou	榴		liou2			
ou	瑠		liou2			
ou	瘊		hou2			
ou	睺		hou2			
ou	窬		tou2			
ou	綢	绸	chou2			
ou	蔞	蒌	lou2			
ou	觩		qou2			
ou	賕	赇	qou2			
ou	遱		lou2			
ou	銗		hou2			
ou	䋷		miou2			
ou	䎿		ciou2			
ou	䐓		rhou2			
ou	䗔		hou2			
ou	䙈		hou2			
ou	瑬		liou2			
ou	璆		qou2			
ou	瘤		liou2			
ou	篌		hou2			
ou	糇		hou2			
ou	緰		tou2			
ou	翭		hou2			
ou	膢		lou2			
ou	蕕	莸	you2			
ou	蝚		rhou2			
ou	蝣		you2			
ou	蝤		ciou2			
ou	蝥		miou2			
ou	銶		qou2			
ou	骺		hou2			
ou	樓	楼	lou2			
ou	劉	刘	liou2			
ou	㔌		cou2			
ou	䤅		tou2			
ou	儔	俦	chou2			
ou	疁		liou2			
ou	瞜		lou2			
ou	聱		you2			
ou	褸	褛	lou2			
ou	謀	谋	miou2			
ou	蹂		rhou2			
ou	輶		you2			
ou	雔		chou2			
ou	頭	头	tou2			
ou	鮂		siou2			
ou	鮋		you2			
ou	鮋		chou2			
ou	鼽		qou2			
ou	㵞		chou2			
ou	幬	帱	chou2			
ou	懤		chou2			
ou	獳		nou2			
ou	簍	篓	lou2			
ou	繆	缪	miou2			
ou	繇		you2			
ou	翵		hou2			
ou	耬	耧	lou2			
ou	艛		lou2			
ou	薵		chou2			
ou	螻	蝼	lou2			
ou	蟉		liou2			
ou	蟉		qou2			
ou	蟊		miou2			
ou	鍒		rhou2			
ou	鍪		miou2			
ou	鍭		hou2			
ou	餱	糇	hou2			
ou	駵		liou2			
ou	鯈		chou2			
ou	鴾		miou2			
ou	麰		miou2			
ou	䚧		liou2			
ou	䝏		lou2			
ou	䣚		lou2			
ou	䫛		hou2			
ou	䱔		you2			
ou	䱕		miou2			
ou	䱖		liou2			
ou	懰		liou2			
ou	檮		chou2			
ou	瀏	浏	liou2			
ou	燽		chou2			
ou	謱		lou2			
ou	鎏		liou2			
ou	鎦	镏	liou2			
ou	鞣		rhou2			
ou	鞪		miou2			
ou	餾	馏	liou2			
ou	䰆		rhou2			
ou	疇	畴	chou2			
ou	鏐		liou2			
ou	飀		liou2			
ou	騥		rhou2			
ou	鯫	鲰	cou2			
ou	㘥		you2			
ou	籌	筹	chou2			
ou	羺		nou2			
ou	蘨		you2			
ou	鞻		lou2			
ou	飂		liou2			
ou	騮	骝	liou2			
ou	髏	髅	lou2			
ou	鯸		hou2			
ou	鰇		rhou2			
ou	鰌		ciou2			
ou	鶔		rhou2			
ou	䉧		liou2			
ou	櫾		you2			
ou	躊	踌	chou2			
ou	邎		you2			
ou	醻		chou2			
ou	鰡		liou2			
ou	鶹		liou2			
ou	䨲		nou2			
ou	䱾		lou2			
ou	鷚	鹨	miou2			
ou	鷚	鹨	qou2			
ou	鷜		lou2			
ou	䬞		chou2			
ou	䰰		nou2			
ou	讎	雠	chou2			
ou	魗		chou2			
ou	䬟		liou2			
ou	齵		ou2			
ou	𠞭		lou2			
ou	𠧷		you2			
ou	𠷎		chou2			
ou	𡨃		qou2			
ou	𢃖		chou2			
ou	𢋅		you2			
ou	𢛃		qou2			
ou	𢤉		chou2			
ou	𢦵		miou2			
ou	𢷶		liou2			
ou	𣀓		chou2			
ou	𣏞		you2			
ou	𣔴		you2			
ou	𣠚		liou2			
ou	𣪌		tou2			
ou	𣫐		chou2			
ou	𤙠		qou2			
ou	𤠑		liou2			
ou	𤪎		you2			
ou	𤬏		lou2			
ou	𥎦		hou2			
ou	𥭑		qou2			
ou	𥰣		liou2			
ou	𥹷		liou2			
ou	𦃓		liou2			
ou	𦎹		lou2			
ou	𦜵		qou2			
ou	𦡴		chou2			
ou	𦬖		qou2			
ou	𦭷		miou2			
ou	𦳷		you2			
ou	𦵩		ciou2			
ou	𦵵		you2			
ou	𧁾		lou2			
ou	𧒔		qou2			
ou	𧚍		qou2			
ou	𧡹		you2			
ou	𧤕		ciou2			
ou	𧮶		hou2			
ou	𧻱		qou2			
ou	𨒰		you2			
ou	𨛶		rhou2			
ou	𨞪		chou2			
ou	𨡭		miou2			
ou	𨶪		liou2			
ou	𨻻		lou2			
ou	𩒮		qou2			
ou	𩭾		miou2			
ou	𪁞		tou2			
ou	𪆇		chou2			
ou	𪆱		liou2			
ou	𪇘		chou2			
ou	𪎣		liou2			
ou	𪎨		tou2			
ou	𪐤		you2			
ou	𪕚		liou2			
ou	九		jou3			
ou	又		you4			
ou	久		jou3			
ou	口		kou3			
ou	㕛		you3			
ou	丑		chou3			
ou	友		you3			
ou	手		shou3			
ou	斗		dou3			
ou	禸		niou3			
ou	禸		rhou3			
ou	叩		kou3			
ou	右		you3			
ou	右		you4			
ou	幼		you4			
ou	句		gou4			
ou	㝌		jou4			
ou	㝌		you3			
ou	㱙		xou3			
ou	后		hou4			
ou	守		shou3			
ou	守		shou4			
ou	扣		kou3			
ou	扣		kou4			
ou	收		shou4			
ou	有		you3			
ou	朻		jou3			
ou	朽		xou3			
ou	臼		jou4			
ou	阧		dou3			
ou	㽲		xou3			
ou	丣		you3			
ou	伷		zhou4			
ou	佑		you4			
ou	佝		hou4			
ou	卣		you3			
ou	吼		hou3			
ou	吼		hou4			
ou	吽		hou3			
ou	忧		you4			
ou	扭		niou3			
ou	扭		zhou3			
ou	抖		dou3			
ou	沑		rhou3			
ou	灸		jou3			
ou	灸		jou4			
ou	狃		niou3			
ou	狃		niou4			
ou	玖		jou3			
ou	秀		siou4			
ou	究		jou4			
ou	肘		zhou3			
ou	豆		dou4			
ou	走		zou3			
ou	走		zou4			
ou	酉		you3			
ou	侑		you4			
ou	取		cou3			
ou	受		shou4			
ou	呪		zhou4			
ou	呴		hou3			
ou	咅		tou4			
ou	咎		jou4			
ou	咒		zhou4			
ou	妵		tou3			
ou	宙		zhou4			
ou	岣		gou3			
ou	岫		siou4			
ou	帚		zhou3			
ou	怐		gou4			
ou	怐		hou4			
ou	怐		kou4			
ou	怮		you3			
ou	杽		chou3			
ou	枓		dou3			
ou	油		you4			
ou	泑		you3			
ou	狖		you4			
ou	狗		gou3			
ou	畂		liou4			
ou	疚		jou4			
ou	疛		zhou3			
ou	疛		zhou4			
ou	糾	纠	jou3			
ou	苟		gou3			
ou	茆		liou3			
ou	郈		hou4			
ou	陋		lou4			
ou	杻		niou3			
ou	杻		chou3			
ou	㖃		hou3			
ou	㖃		hou4			
ou	俞		chou4			
ou	冑	胄	zhou4			
ou	厚		hou4			
ou	叜		sou3			
ou	叟		sou3			
ou	咮		zhou4			
ou	囿		you4			
ou	垕		hou4			
ou	垢		gou3			
ou	奏		zou4			
ou	姤		gou4			
ou	姷		you4			
ou	宥		you4			
ou	後	后	hou4			
ou	敂		gou3			
ou	枸		gou3			
ou	柚		you4			
ou	柩		jou4			
ou	牰		siou4			
ou	牰		you4			
ou	狩		shou4			
ou	玽		gou3			
ou	珋		liou3			
ou	祐	佑	you4			
ou	祝		zhou4			
ou	紂	纣	zhou4			
ou	羑		you3			
ou	耇		gou3			
ou	胄		zhou4			
ou	茩		gou3			
ou	赳		jou3			
ou	逅		hou4			
ou	郖		dou4			
ou	陡		dou3			
ou	韭		jou3			
ou	首		shou3			
ou	首		shou4			
ou	柳		liou3			
ou	㙀		liou4			
ou	㛒		dou4			
ou	㸸		hou3			
ou	㸸		kou3			
ou	㸸		ou3			
ou	䏔		niou3			
ou	倃		jou4			
ou	候		hou4			
ou	冓		gou4			
ou	庮		you3			
ou	栯		you3			
ou	桕		jou4			
ou	浢		dou4			
ou	珛		xou4			
ou	畜		chou4			
ou	眑		you3			
ou	窌		liou4			
ou	竘		kou3			
ou	粈		rhou3			
ou	臭		xou4			
ou	臭		chou4			
ou	荳	豆	dou4			
ou	莓		miou4			
ou	莠		you3			
ou	莥		niou3			
ou	蚪		dou3			
ou	袖		siou4			
ou	透		tou4			
ou	逗		dou4			
ou	酎		zhou4			
ou	酒		ziou3			
ou	鬥	斗	dou4			
ou	留		liou4			
ou	紐	纽	niou3			
ou	㖟		shou4			
ou	㪷		dou3			
ou	㰯		hou4			
ou	㰯		tou4			
ou	䀁		you3			
ou	䀁		you4			
ou	䟝		tou4			
ou	偶		ou3			
ou	偶		ou4			
ou	傁		sou3			
ou	售		shou4			
ou	啂		nou3			
ou	宿		siou4			
ou	寇		kou4			
ou	屚		lou4			
ou	授		shou4			
ou	掫		zhou3			
ou	救		jou4			
ou	晝	昼	zhou4			
ou	梄		you3			
ou	梪		dou4			
ou	欶		sou4			
ou	毭		dou4			
ou	琇		siou4			
ou	琇		you3			
ou	笱		gou3			
ou	翏		liou4			
ou	脰		dou4			
ou	蚴		you3			
ou	蚼		hou3			
ou	鄇		hou4			
ou	酘		dou4			
ou	釦	扣	kou3			
ou	陾		nou3			
ou	㑳		zhou4			
ou	㲃		jou4			
ou	㳶		nou3			
ou	䄈		dou4			
ou	䊆		jou4			
ou	䒴		you3			
ou	䛆		zhou4			
ou	䝭		gou4			
ou	䞥		you4			
ou	䞧		hou4			
ou	䬦		dou4			
ou	嗖		shou4			
ou	堠		hou4			
ou	媨		ziou4			
ou	就		ziou4			
ou	廀		sou3			
ou	廄	厩	jou4			
ou	廋		sou3			
ou	廐		jou4			
ou	愀		ziou4			
ou	揄		dou4			
ou	揍		zou4			
ou	晭		zhou3			
ou	棷		cou3			
ou	棷		sou3			
ou	棸		zhou4			
ou	椆		zhou4			
ou	湊	凑	cou4			
ou	湫		ziou4			
ou	溲		shou3			
ou	猱		niou4			
ou	猶	犹	jou4			
ou	猶	犹	you4			
ou	痘		dou4			
ou	筘		kou4			
ou	葇		rhou3			
ou	葤		zhou4			
ou	訽		hou4			
ou	豞		hou4			
ou	豿		gou3			
ou	貁		you4			
ou	軥		gou4			
ou	遚		chou4			
ou	釉		you4			
ou	鈄	钭	tou3			
ou	鈕	钮	niou3			
ou	㜌		kou4			
ou	㝅		gou4			
ou	㝅		nou3			
ou	㝤		gou4			
ou	㼴		ou3			
ou	䞭		ciou4			
ou	僂	偻	lou4			
ou	僇		liou4			
ou	勠		liou4			
ou	嗅		xou4			
ou	塯		liou4			
ou	媾		gou4			
ou	廇		liou4			
ou	搆	构	gou4			
ou	搊		zhou3			
ou	搙		nou4			
ou	楱		cou4			
ou	楱		zou4			
ou	楺		rhou3			
ou	滫		siou3			
ou	煣		rhou3			
ou	煣		rhou4			
ou	甃		zhou4			
ou	腠		cou4			
ou	腬		niou4			
ou	舅		jou4			
ou	蜏		siou4			
ou	蜏		you3			
ou	蜏		you4			
ou	詬	诟	gou3			
ou	詬	诟	hou4			
ou	詬	诟	kou4			
ou	詶	酬	shou4			
ou	遘		gou4			
ou	酭		you4			
ou	雊		gou4			
ou	飳		tou3			
ou	溜		liou4			
ou	㾭		zhou4			
ou	䅢		ziou4			
ou	䛠		dou4			
ou	䪷		hou4			
ou	䬀		you3			
ou	僦		ziou4			
ou	嗽		sou4			
ou	嗾		cou4			
ou	嗾		sou3			
ou	嗾		sou4			
ou	嘍	喽	lou3			
ou	嘔	呕	ou3			
ou	塸		ou3			
ou	塿		lou3			
ou	壽	寿	shou4			
ou	嶁	嵝	lou3			
ou	廖		liou4			
ou	慪	怄	ou3			
ou	構	构	gou4			
ou	殠		xou3			
ou	殠		chou4			
ou	滱		kou4			
ou	漊		lou3			
ou	漚	沤	ou4			
ou	漱		shou4			
ou	漱		sou4			
ou	煹		gou4			
ou	瘦		shou4			
ou	睺		hou4			
ou	瞍		sou3			
ou	窬		dou4			
ou	箒		zhou3			
ou	綬	绶	shou4			
ou	綹	绺	liou3			
ou	蔄		lou4			
ou	蔟		cou4			
ou	蔻		hou4			
ou	蜼		you4			
ou	褎	袖	you4			
ou	誘	诱	you3			
ou	漏		lou4			
ou	㠇		ziou4			
ou	㪹		lou3			
ou	䃓		gou4			
ou	䈙		zhou4			
ou	䛮		jou4			
ou	僽		zhou4			
ou	嘼		xou4			
ou	敺		ou3			
ou	斢		tou3			
ou	槱		you3			
ou	歐	欧	ou3			
ou	毆	殴	ou3			
ou	熮		liou3			
ou	牖		you3			
ou	甊		lou3			
ou	瘤		liou4			
ou	皺	皱	zhou4			
ou	瞉		kou4			
ou	糅		niou4			
ou	糔		siou3			
ou	罶		liou3			
ou	耦		ou3			
ou	蕅		ou3			
ou	趣		cou3			
ou	銹	锈	siou4			
ou	餖		dou4			
ou	駎		zhou4			
ou	㔌		zou4			
ou	䅹		lou3			
ou	䍍		kou4			
ou	䏂		sou3			
ou	䐢		zhou4			
ou	䛻		you3			
ou	䞀		hou4			
ou	䤇		siou3			
ou	䱂		you3			
ou	噣		dou4			
ou	噣		zhou4			
ou	操		sou3			
ou	殧		ziou4			
ou	瘶		sou4			
ou	瘻		lou4			
ou	簉		chou4			
ou	糗		qou3			
ou	縐	绉	zhou4			
ou	耨		nou4			
ou	謏		sou3			
ou	謏		sou4			
ou	蹂		rhou3			
ou	蹂		rhou4			
ou	輮		rhou3			
ou	輮		rhou4			
ou	輳	辏	cou4			
ou	輶		you3			
ou	輶		you4			
ou	醜	丑	chou3			
ou	黈		tou3			
ou	䔏		chou4			
ou	䙔		ou3			
ou	䙔		ou4			
ou	䠗		qou4			
ou	䳎		jou4			
ou	䳑		you3			
ou	懤		zhou4			
ou	擩		nou4			
ou	斣		dou4			
ou	簆		kou4			
ou	簍	篓	lou3			
ou	繇		zhou4			
ou	舊	旧	jou4			
ou	蟉		jou4			
ou	覯	觏	gou4			
ou	購	购	gou4			
ou	鍭		hou4			
ou	駷		sou3			
ou	鮜		hou4			
ou	鮦		zhou4			
ou	黝		you3			
ou	䭭		shou3			
ou	䯾		zhou4			
ou	䱏		tou3			
ou	嬼		liou3			
ou	嬼		liou4			
ou	懮		you3			
ou	懰		liou3			
ou	擻	擞	sou3			
ou	瀏	浏	liou3			
ou	璹		shou4			
ou	藕		ou3			
ou	藪	薮	sou3			
ou	襡		dou3			
ou	襡		dou4			
ou	謱		lou3			
ou	鎒		nou4			
ou	闘		dou4			
ou	霤	溜	liou4			
ou	鞣		rhou4			
ou	韖		rhou3			
ou	餾	馏	liou4			
ou	髃		ou3			
ou	鼬		you4			
ou	㿒		zhou4			
ou	䕆		dou4			
ou	匶		jou4			
ou	獸	兽	shou4			
ou	籀		zhou4			
ou	繡	绣	siou4			
ou	鏉		shou4			
ou	鏉		sou4			
ou	鏤	镂	lou4			
ou	鯞		zhou3			
ou	麔		jou4			
ou	竇	窦	dou4			
ou	蘣		tou3			
ou	飂		liou4			
ou	䉧		liou3			
ou	䠫		zou4			
ou	櫾		you4			
ou	籔		sou3			
ou	譳		nou4			
ou	鏽	锈	siou4			
ou	鷇		kou4			
ou	齨		jou4			
ou	鷚	鹨	liou4			
ou	讀	读	dou4			
ou	魗		chou3			
ou	鷲	鹫	ziou4			
ou	㽌		liou4			
ou	驟	骤	zhou4			
ou	鬭		dou4			
ou	鱟	鲎	hou4			
ou	齅		xou4			
ou	鬮	阄	jou3			
ou	𠁁		dou4			
ou	𠊯		sou3			
ou	𠙶		ou3			
ou	𠞭		lou4			
ou	𠣿		jou4			
ou	𠹝		ou4			
ou	𠻛		sou3			
ou	𡚰		jou3			
ou	𡝦		nou3			
ou	𡠆		kou4			
ou	𡭾		nou3			
ou	𢄇		gou4			
ou	𢐙		gou4			
ou	𢔟		niou3			
ou	𢛃		jou4			
ou	𣓌		jou4			
ou	𣢜		you3			
ou	𣣠		hou4			
ou	𣣸		you3			
ou	𣤋		lou4			
ou	𣫌		nou4			
ou	𣸈		shou3			
ou	𤀨		dou4			
ou	𤍕		you4			
ou	𤘘		kou3			
ou	𤘽		hou3			
ou	𤚼		gou4			
ou	𤪎		you3			
ou	𤴨		you4			
ou	𤶡		zhou3			
ou	𤷑		jou4			
ou	𤸃		shou4			
ou	𥁓		you3			
ou	𥁓		you4			
ou	𥈃		sou3			
ou	𥛅		liou4			
ou	𥟁		you3			
ou	𥠊		rhou3			
ou	𥣙		shou4			
ou	𥥉		siou4			
ou	𦄼		siou3			
ou	𦊑		liou3			
ou	𦊒		gou3			
ou	𦍶		you3			
ou	𦏇		you3			
ou	𦡴		zhou4			
ou	𦣻		shou3			
ou	𦱙		niou3			
ou	𦳩		you4			
ou	𦸢		lou4			
ou	𧃝		chou3			
ou	𧌗		zhou3			
ou	𧥣		kou3			
ou	𧧷		jou4			
ou	𧫞		lou4			
ou	𧱦		dou4			
ou	𧱪		cou4			
ou	𧳜		zhou3			
ou	𧷡		lou4			
ou	𧺢		tou4			
ou	𧾻		jou4			
ou	𨋖		liou3			
ou	𨒥		hou4			
ou	𨖏		jou4			
ou	𨙫		kou3			
ou	𨙺		niou3			
ou	𨞪		shou4			
ou	𨣆		you3			
ou	𨪐		dou4			
ou	𨫒		lou4			
ou	𨷺		jou3			
ou	𨾉		jou3			
ou	𩊄		zhou4			
ou	𩊪		dou4			
ou	𩋄		chou3			
ou	𩌄		chou3			
ou	𩑣		you4			
ou	𩖴		liou3			
ou	𩚖		niou4			
ou	𩠐		shou3			
ou	𩿢		dou4			
ou	𩿢		tou3			
ou	𪉮		cou4			
ou	𪌜		tou3			
ou	𪍣		lou3			
ou	𪕋		liou3			
ou	𪕏		you4			
ou	𪖐		you4			
ou	𪖛		qou4			
