韻	字	簡化字	推導音	校正音	罕用標記	註
u	疎		shu1			
u	疏		shu1			
u	痡		fu1			
u	痡		pu1			
u	硞		ku1			
u	禄		lu1			
u	秿		bu1			
u	秿		fu1			
u	稃		fu1			
u	稌		tu1			
u	筑		zhu1			
u	粥		zhu1			
u	絑		zhu1			
u	罦	罘	fu1			
u	翛		shu1			
u	舒		shu1			
u	菐		fu1			
u	萺		mu1			
u	葍		fu1			
u	葫		hu1			
u	蓇		gu1			
u	蛛		zhu1			
u	觚		gu1			
u	跍		ku1			
u	跗		fu1			
u	軤		hu1			
u	軱		gu1			
u	軲		ku1			
u	辜		gu1			
u	鄏		rhu1			
u	鄐		chu1			
u	鄔	邬	wu1			
u	酤		gu1			
u	酥		su1			
u	鈇		fu1			
u	惡	恶	wu1			
u	㲄		ku1			
u	㽰		shu1			
u	䎌		chu1			
u	䓏		fu1			
u	䞮		tu1			
u	䯉		wu1			
u	傶		zu1			
u	嗕		rhu1			
u	嗚	呜	wu1			
u	媷		rhu1			
u	搊		zhu1			
u	搐		chu1			
u	搙		nu1			
u	楅		fu1			
u	楘		mu1			
u	榅		wu1			
u	榾		gu1			
u	殟		wu1			
u	毹		shu1			
u	溽		rhu1			
u	滀		chu1			
u	瑁		mu1			
u	瘃		zhu1			
u	盝		lu1			
u	督		du1			
u	睦		mu1			
u	睩		lu1			
u	稡		zu1			
u	窟		ku1			
u	窣		su1			
u	筟		fu1			
u	筡		chu1			
u	綀		shu1			
u	綍		fu1			
u	腹		fu1			
u	腽		wu1			
u	蒩		zu1			
u	蓄		chu1			
u	蓐		rhu1			
u	蓩		mu1			
u	蓫		chu1			
u	誅	诛	zhu1			
u	跦		zhu1			
u	鄜		fu1			
u	鄜		lu1			
u	鈽	钸	bu1			
u	鳪		bu1			
u	麁		cu1			
u	滑		gu1			
u	碌		lu1			
u	祿	禄	lu1			
u	嗀		hu1			
u	福		fu1			
u	㦺		rhu1			
u	㮧		wu1			
u	㷤		hu1			
u	䎑		lu1			
u	䐁		du1			
u	䓛		gu1			
u	䛢		tu1			
u	䢦		shu1			
u	䧤		bu1			
u	嗽		su1			
u	嘑		hu1			
u	孵		fu1			
u	寣		hu1			
u	嶀		tu1			
u	廘		lu1			
u	摍		shu1			
u	摝		lu1			
u	摴		chu1			
u	摵		shu1			
u	榖		gu1			
u	歊		hu1			
u	歍		wu1			
u	滹		hu1			
u	漉		lu1			
u	熇		hu1			
u	犓		chu1			
u	瑦		wu1			
u	瑴		gu1			
u	瑹		shu1			
u	箍		gu1			
u	箓		lu1			
u	箛		gu1			
u	膃	腽	wu1			
u	蔌		su1			
u	蔍		lu1			
u	蔟		cu1			
u	裻		du1			
u	裻		su1			
u	複	复	fu1			
u	觫		su1			
u	誧		bu1			
u	誧		pu1			
u	豧		fu1			
u	豧		pu1			
u	趗		cu1			
u	踈		shu1			
u	遬		su1			
u	酷		ku1			
u	雐		hu1			
u	韍		fu1			
u	骲		pu1			
u	骷		ku1			
u	㦌		hu1			
u	㩋		shu1			
u	㯉		chu1			
u	㼾		lu1			
u	㾶		gu1			
u	䅵		ku1			
u	䓵		fu1			
u	䚄		lu1			
u	䠈		tu1			
u	䧼		ku1			
u	墣		pu1			
u	墲		pu1			
u	嫴		gu1			
u	嶏		fu1			
u	幠		hu1			
u	撲	扑	pu1			
u	敷		fu1			
u	樎		shu1			
u	樕		su1			
u	樗		chu1			
u	樞	枢	chu1			
u	歑		hu1			
u	獛		bu1			
u	稸		chu1			
u	穀	谷	gu1			
u	縎		gu1			
u	膚	肤	fu1			
u	艒		mu1			
u	蔬		shu1			
u	蕧		fu1			
u	蝠		fu1			
u	蝮		fu1			
u	螋		shu1			
u	褥		nu1			
u	褥		rhu1			
u	豬	猪	zhu1			
u	趢		lu1			
u	醅		fu1			
u	醏		du1			
u	鋈		wu1			
u	鋪	铺	fu1			
u	鋪	铺	pu1			
u	霂		mu1			
u	餔	哺	bu1			
u	餗		su1			
u	髴		fu1			
u	鳺		fu1			
u	鴀		fu1			
u	麩	麸	fu1			
u	㯟		lu1			
u	㻬		tu1			
u	㻯		tu1			
u	䃚		cu1			
u	䍍		fu1			
u	䍍		ku1			
u	䎔		fu1			
u	䐨		gu1			
u	䜼		gu1			
u	䩣		tu1			
u	䪬		pu1			
u	噣		zhu1			
u	樸	朴	bu1			
u	橭		gu1			
u	橭		ku1			
u	瘯		cu1			
u	磟		lu1			
u	穆		mu1			
u	穌	稣	su1			
u	築	筑	zhu1			
u	篤	笃	du1			
u	糓		gu1			
u	縟	缛	rhu1			
u	耨		nu1			
u	膴		hu1			
u	螐		wu1			
u	謏		shu1			
u	踾		fu1			
u	輸	输	shu1			
u	輹		fu1			
u	錊		zu1			
u	錖		du1			
u	闍		du1			
u	馞		pu1			
u	鴣	鸪	gu1			
u	輻	辐	fu1			
u	諸	诸	zhu1			
u	都		du1			
u	㲉		ku1			
u	䍡		lu1			
u	䒀		fu1			
u	䬌		fu1			
u	䮒		pu1			
u	䰧		hu1			
u	戲	戏	hu1			
u	橾		shu1			
u	歜		chu1			
u	濮		bu1			
u	濲		gu1			
u	燭	烛	zhu1			
u	簇		cu1			
u	簌		su1			
u	簏		lu1			
u	縬		zhu1			
u	縮	缩	shu1			
u	繆	缪	mu1			
u	臅		chu1			
u	藗		su1			
u	螰		lu1			
u	蟀		shu1			
u	襆		bu1			
u	謖	谡	shu1			
u	豰		hu1			
u	轂	毂	gu1			
u	鍑		fu1			
u	鮛		shu1			
u	鮢		zhu1			
u	鮬		ku1			
u	鴮		wu1			
u	鴸		zhu1			
u	黜		chu1			
u	黻		fu1			
u	鼿		wu1			
u	㩤		fu1			
u	䁷		wu1			
u	䉉		gu1			
u	䎘		shu1			
u	䐻		gu1			
u	䔰		fu1			
u	䩲		du1			
u	䱐		fu1			
u	儵		shu1			
u	嚛		hu1			
u	攄	摅	chu1			
u	濼	泺	lu1			
u	濼	泺	pu1			
u	瀦	潴	zhu1			
u	盬		gu1			
u	簠		fu1			
u	簶		lu1			
u	藷	薯	zhu1			
u	藸		zhu1			
u	覆		fu1			
u	謼	呼	hu1			
u	貙		chu1			
u	蹜		shu1			
u	轆	辘	lu1			
u	鎐		zu1			
u	鎢	钨	wu1			
u	鞪		mu1			
u	顝		ku1			
u	馧		wu1			
u	鯆		bu1			
u	鯆		pu1			
u	鵏		bu1			
u	鵚		tu1			
u	麱		fu1			
u	㢝		su1			
u	䑁		wu1			
u	䟉		zhu1			
u	䭮		fu1			
u	櫧	槠	zhu1			
u	櫫	橥	zhu1			
u	犦		bu1			
u	蘇	苏	su1			
u	蠋		zhu1			
u	蹼		bu1			
u	轐		bu1			
u	醭		pu1			
u	鏃	镞	zu1			
u	鏕		lu1			
u	鵨		shu1			
u	麓		lu1			
u	鼄		zhu1			
u	㶆		zhu1			
u	䮩		gu1			
u	䵈		ku1			
u	嚳	喾	ku1			
u	纀		bu1			
u	臛		hu1			
u	襮		bu1			
u	觷		wu1			
u	觸	触	chu1			
u	鶝		fu1			
u	鶩	鹜	mu1			
u	鶻	鹘	gu1			
u	䃴		zhu1			
u	䪁		bu1			
u	䪁		fu1			
u	屬	属	zhu1			
u	蠩		zhu1			
u	鰞		wu1			
u	㶖		shu1			
u	觻		lu1			
u	韣		zhu1			
u	䮸		wu1			
u	䴆		pu1			
u	䶜		ku1			
u	囑	嘱	zhu1			
u	孎		zhu1			
u	矗		chu1			
u	鱟	鲎	wu1			
u	鸀		zhu1			
u	䮽		lu1			
u	斸		zhu1			
u	欘		zhu1			
u	鱬		rhu1			
u	龣		lu1			
u	矚	瞩	zhu1			
u	虪		shu1			
u	釃	酾	shu1			
u	䌵		zhu1			
u	䶥		zhu1			
u	蠾		zhu1			
u	钃		zhu1			
u	麤		cu1			
u	𠋩		fu1			
u	𠌭		shu1			
u	𠞩		shu1			
u	𠨜		wu1			
u	𠫓		tu1			
u	𠭴		zhu1			
u	𠷞		gu1			
u	𠿝		chu1			
u	𡎺		zhu1			
u	𡑣		ku1			
u	𡑧		ku1			
u	𡖯		su1			
u	𡗷		gu1			
u	𡗻		fu1			
u	𡡐		bu1			
u	𡢑		zhu1			
u	𡫺		fu1			
u	𡰪		du1			
u	𡲃		wu1			
u	𡷥		ku1			
u	𡸂		tu1			
u	𡼿		ku1			
u	𡿮		tu1			
u	𢂀		fu1			
u	𢂤		lu1			
u	𢒔		chu1			
u	𢒔		zhu1			
u	𢞣		shu1			
u	𢪃		cu1			
u	𢬳		tu1			
u	𢼹		pu1			
u	𢽴		du1			
u	𣃦		wu1			
u	𣓗		hu1			
u	𣔺		mu1			
u	𣞒		fu1			
u	𣥹		chu1			
u	𣧍		nu1			
u	𣨍		gu1			
u	𣨛		cu1			
u	𣪻		zu1			
u	𣫎		su1			
u	𣫓		ku1			
u	𣫔		du1			
u	𣬜		tu1			
u	𤊸		fu1			
u	𤕟		shu1			
u	𤛹		wu1			
u	𤝞		chu1			
u	𤝹		zhu1			
u	𤞞		gu1			
u	𤠾		chu1			
u	𤬂		du1			
u	𤴰		wu1			
u	𤷚		zhu1			
u	𤽺		lu1			
u	𤿚		cu1			
u	𥂇		lu1			
u	𥂈		bu1			
u	𥂖		lu1			
u	𥆌		gu1			
u	𥉶		lu1			
u	𥌄		ku1			
u	𥓍		du1			
u	𥓎		lu1			
u	𥛞		lu1			
u	𥞴		ku1			
u	𥠵		pu1			
u	𥣜		pu1			
u	𥨍		fu1			
u	𥪋		lu1			
u	𥳇		fu1			
u	𥳉		du1			
u	𥴁		zhu1			
u	𥹃		fu1			
u	𥹵		chu1			
u	𥼡		cu1			
u	𥾛		cu1			
u	𥿇		shu1			
u	𦁕		hu1			
u	𦌟		lu1			
u	𦌿		shu1			
u	𦘴		du1			
u	𦞦		hu1			
u	𦤼		wu1			
u	𦦖		zhu1			
u	𦨉		wu1			
u	𦪇		lu1			
u	𦬂		wu1			
u	𦱒		mu1			
u	𦶀		wu1			
u	𦺗		shu1			
u	𦿁		fu1			
u	𧀮		fu1			
u	𧀴		fu1			
u	𧄔		zhu1			
u	𧄗		zhu1			
u	𧆓		cu1			
u	𧇡		gu1			
u	𧈭		wu1			
u	𧌍		lu1			
u	𧍓		shu1			
u	𧐴		shu1			
u	𧗿		shu1			
u	𧛔		du1			
u	𧜠		shu1			
u	𧝴		du1			
u	𧞐		du1			
u	𧞶		du1			
u	𧣡		gu1			
u	𧦝		hu1			
u	𧫣		su1			
u	𧯩		chu1			
u	𧷿		du1			
u	𧹲		hu1			
u	𧺶		chu1			
u	𧻷		bu1			
u	𧼙		chu1			
u	𧽏		shu1			
u	𧿳		fu1			
u	𨁀		shu1			
u	𨁏		pu1			
u	𨁸		lu1			
u	𨄞		su1			
u	𨌠		lu1			
u	𨍎		mu1			
u	𨏔		lu1			
u	𨑥		hu1			
u	𨑥		wu1			
u	𨚓		fu1			
u	𨛭		shu1			
u	𨜘		wu1			
u	𨬕		gu1			
u	𨴖		chu1			
u	𩅄		lu1			
u	𩑔		ku1			
u	𩑦		wu1			
u	𩖼		fu1			
u	𩘹		shu1			
u	𩢎		du1			
u	𩨳		du1			
u	𩪍		chu1			
u	𩬙		fu1			
u	𩯅		fu1			
u	𩯏		bu1			
u	𩱖		su1			
u	𩱜		rhu1			
u	𩵩		fu1			
u	𩹲		pu1			
u	𩿧		fu1			
u	𪅄		su1			
u	𪇗		gu1			
u	𪇰		bu1			
u	𪋝		su1			
u	𪌯		su1			
u	𪍛		su1			
u	𪍠		ku1			
u	𪏿		zhu1			
u	𪐙		pu1			
u	𪑱		wu1			
u	𪑾		rhu1			
u	𪔿		pu1			
u	𪕸		gu1			
u	𪖶		su1			
u	𪘏		chu1			
u	几		chu2			
u	夫		fu2			
u	无		mu2			
u	无		wu2			
u	殳		chu2			
u	毋		wu2			
u	㚢		nu2			
u	乎		hu2			
u	凸		du2			
u	奴		nu2			
u	宁		chu2			
u	术		shu2			
u	术		zhu2			
u	伏		fu2			
u	如		rhu2			
u	扢		hu2			
u	佛		fu2			
u	刜		fu2			
u	吳	吴	wu2			
u	吴		wu2			
u	吾		wu2			
u	巫		wu2			
u	扶		fu2			
u	抇		hu2			
u	抔	抱	pu2			
u	芙		fu2			
u	芣		fu2			
u	䢐		cu2			
u	呣		mu2			
u	咈		fu2			
u	坲		fu2			
u	坿		fu2			
u	妯		zhu2			
u	孥		nu2			
u	帑		nu2			
u	弧		hu2			
u	徂		cu2			
u	怫		fu2			
u	服		fu2			
u	杸		chu2			
u	枎		fu2			
u	沭		shu2			
u	泭		fu2			
u	狐		hu2			
u	苻		fu2			
u	述		shu2			
u	陎		chu2			
u	㭔		lu2			
u	匍		pu2			
u	复		fu2			
u	枹		fu2			
u	柚		zhu2			
u	殂		cu2			
u	毒		du2			
u	洑		fu2			
u	洙		chu2			
u	洳		rhu2			
u	炢		zhu2			
u	炥		fu2			
u	玸		fu2			
u	瓳		hu2			
u	畐		fu2			
u	突		du2			
u	罘		fu2			
u	胡		hu2			
u	茯		fu2			
u	茱		chu2			
u	茹		rhu2			
u	郚		wu2			
u	除		chu2			
u	㹳		wu2			
u	㼡		chu2			
u	㾄		du2			
u	哹		fu2			
u	娪		wu2			
u	峹		tu2			
u	峿		wu2			
u	徒		tu2			
u	捈		tu2			
u	捊		pu2			
u	栿		fu2			
u	殊		chu2			
u	浮		fu2			
u	浯		wu2			
u	涂		chu2			
u	涂		tu2			
u	砮		nu2			
u	秫		shu2			
u	罜		du2			
u	荹		pu2			
u	荼		tu2			
u	莁		wu2			
u	蚨		fu2			
u	袕		shu2			
u	逐		zhu2			
u	途		tu2			
u	隺		hu2			
u	䊀		hu2			
u	䍖		fu2			
u	䞞		fu2			
u	䴰		shu2			
u	匐		fu2			
u	啚		tu2			
u	壷		hu2			
u	婌		shu2			
u	孰		shu2			
u	屠		chu2			
u	屠		tu2			
u	崪		zu2			
u	捽		zu2			
u	掊		fu2			
u	掊		pu2			
u	斛		hu2			
u	族		zu2			
u	桴		fu2			
u	梌		tu2			
u	梧		wu2			
u	涪		fu2			
u	淑		shu2			
u	烰		fu2			
u	焀		hu2			
u	玈		lu2			
u	珸		wu2			
u	琈		fu2			
u	瓠		hu2			
u	祦		wu2			
u	符		fu2			
u	笯		nu2			
u	舳		zhu2			
u	菔		fu2			
u	菟		tu2			
u	菩		pu2			
u	著		chu2			
u	虖	呼	hu2			
u	虙		fu2			
u	術	术	shu2			
u	袱		fu2			
u	㡔		mu2			
u	㭸		tu2			
u	㻍		wu2			
u	㼱		rhu2			
u	厨		chu2			
u	堗		du2			
u	壺	壶	hu2			
u	尳		hu2			
u	属		shu2			
u	揬		du2			
u	搰		hu2			
u	棓		fu2			
u	棴		fu2			
u	椊		zu2			
u	湖		hu2			
u	滁		chu2			
u	無	无	wu2			
u	猢		hu2			
u	瓿		fu2			
u	稌		chu2			
u	筑		zhu2			
u	絥		fu2			
u	罦	罘	fu2			
u	菐		bu2			
u	葖		du2			
u	葡		pu2			
u	葫		hu2			
u	蒢		chu2			
u	裒		pu2			
u	豠		chu2			
u	軸	轴	zhu2			
u	復	复	fu2			
u	㨡		hu2			
u	䓊		wu2			
u	塗	涂	tu2			
u	媰		chu2			
u	嫫		mu2			
u	嵞		tu2			
u	摸		mu2			
u	椱		fu2			
u	澓		fu2			
u	瑇		du2			
u	瑚		hu2			
u	瘏		tu2			
u	筡		tu2			
u	粰		fu2			
u	耡	助	chu2			
u	腯		du2			
u	艀		fu2			
u	蒘		rhu2			
u	蒤		tu2			
u	蒱		pu2			
u	蒲		pu2			
u	蓫		zhu2			
u	蜀		shu2			
u	蜅		pu2			
u	蜈		wu2			
u	蜉		fu2			
u	蜍		chu2			
u	裯		chu2			
u	趎		chu2			
u	鈯		du2			
u	鉏		chu2			
u	鉜		fu2			
u	颫		fu2			
u	鳧	凫	fu2			
u	滑		hu2			
u	㾰		hu2			
u	䍌		fu2			
u	䍌		pu2			
u	䏽		pu2			
u	䣄		tu2			
u	僕	仆	bu2			
u	圖	图	tu2			
u	塾		shu2			
u	摹		mu2			
u	榑		fu2			
u	模		mu2			
u	碡		du2			
u	碡		zhu2			
u	箁		pu2			
u	箙		fu2			
u	膜		mu2			
u	蔛		hu2			
u	誣	诬	wu2			
u	酴		tu2			
u	酺		pu2			
u	銖	铢	chu2			
u	㒔		du2			
u	㒔		shu2			
u	㾻		chu2			
u	㿥		hu2			
u	䅳		chu2			
u	䚝		zu2			
u	䨗		fu2			
u	噊		shu2			
u	墲		mu2			
u	墲		wu2			
u	幞		fu2			
u	廚	厨	chu2			
u	憮	怃	wu2			
u	槲		hu2			
u	潏		shu2			
u	熟		shu2			
u	箶		hu2			
u	篨		chu2			
u	糊		hu2			
u	蕧		fu2			
u	蕪	芜	wu2			
u	蝥		wu2			
u	蝳		du2			
u	蝴		hu2			
u	銼	锉	zu2			
u	鋘		wu2			
u	鋤	锄	chu2			
u	駑	驽	nu2			
u	魱		hu2			
u	暴		bu2			
u	㢚		lu2			
u	㯛		hu2			
u	㲫		bu2			
u	䃞		shu2			
u	䅷		tu2			
u	䖘		tu2			
u	䤅		tu2			
u	儒		rhu2			
u	樸	朴	bu2			
u	樸	朴	pu2			
u	橅		mu2			
u	獨	独	du2			
u	璑		wu2			
u	篴		zhu2			
u	縠		hu2			
u	翯		hu2			
u	膴		wu2			
u	螜		hu2			
u	輹		fu2			
u	醐		hu2			
u	頶		hu2			
u	盧	卢	lu2			
u	㽇		hu2			
u	䈸		hu2			
u	䈻		pu2			
u	䔕		pu2			
u	儥		du2			
u	儲	储	chu2			
u	匵		du2			
u	嚅		rhu2			
u	嬬		rhu2			
u	懦		rhu2			
u	濡		rhu2			
u	獳		rhu2			
u	瞨		bu2			
u	瞴		wu2			
u	穙		bu2			
u	薷		rhu2			
u	襆		fu2			
u	觳		hu2			
u	謨	谟	mu2			
u	鍍	镀	tu2			
u	鍎		du2			
u	餬	糊	hu2			
u	駼		tu2			
u	鴽		rhu2			
u	㻿		shu2			
u	䉉		hu2			
u	䉑		mu2			
u	䉑		wu2			
u	䍢		wu2			
u	䑑		bu2			
u	䗱		bu2			
u	䢱		du2			
u	䯽		pu2			
u	䱐		fu2			
u	䳕		fu2			
u	嬻		du2			
u	幮		chu2			
u	瀆	渎	du2			
u	瀑		bu2			
u	璹		shu2			
u	礐		hu2			
u	臑		rhu2			
u	藸		chu2			
u	襡		du2			
u	襡		shu2			
u	躇		chu2			
u	雛	雏	chu2			
u	馥		fu2			
u	鯃		wu2			
u	鵌		tu2			
u	鵐		wu2			
u	鵠	鹄	hu2			
u	麌		wu2			
u	䣝		tu2			
u	嚧		lu2			
u	壚	垆	lu2			
u	攎		lu2			
u	曝		bu2			
u	櫝	椟	du2			
u	櫥	橱	chu2			
u	殰		du2			
u	瀘	泸	lu2			
u	牘	牍	du2			
u	犢	犊	du2			
u	獹		lu2			
u	瓄		du2			
u	蠋		zhu2			
u	襦		rhu2			
u	譕		wu2			
u	蹰		chu2			
u	轐		bu2			
u	鞴		fu2			
u	鵩		fu2			
u	蘆	芦	lu2			
u	㪭		lu2			
u	櫨	栌	lu2			
u	瓐		lu2			
u	皾		du2			
u	繻		rhu2			
u	臚	胪	lu2			
u	蠕		rhu2			
u	襩		shu2			
u	躅		zhu2			
u	鏷	镤	bu2			
u	鰒	鳆	fu2			
u	鶘	鹕	hu2			
u	鶟		du2			
u	鶻	鹘	hu2			
u	鼯		wu2			
u	爐	炉	lu2			
u	㿖		lu2			
u	䞕		rhu2			
u	䮱		zhu2			
u	屬	属	shu2			
u	醹		rhu2			
u	鐲	镯	shu2			
u	鱁		zhu2			
u	鶵		chu2			
u	䫳		du2			
u	籚		lu2			
u	纑		lu2			
u	罏		lu2			
u	艫	舻	lu2			
u	蠦		lu2			
u	豄		du2			
u	贕		du2			
u	贖	赎	shu2			
u	躕	蹰	chu2			
u	韣		du2			
u	韣		shu2			
u	驈		shu2			
u	髑		du2			
u	鷵		tu2			
u	鼵		du2			
u	齬	龉	wu2			
u	讀	读	du2			
u	䮷		du2			
u	䰰		rhu2			
u	䴆		bu2			
u	䶜		hu2			
u	轤	轳	lu2			
u	顬		rhu2			
u	鱊		shu2			
u	鷡		wu2			
u	鑪	炉	lu2			
u	韇		du2			
u	欘		shu2			
u	纛		du2			
u	顱	颅	lu2			
u	髗		lu2			
u	鱬		rhu2			
u	䰕		lu2			
u	䙱		shu2			
u	蠾		shu2			
u	蠾		zhu2			
u	鱸	鲈	lu2			
u	鸕	鸬	lu2			
u	黷	黩	du2			
u	鑿	凿	zu2			
u	黸		lu2			
u	讟		du2			
u	𠀒		hu2			
u	𠴱		hu2			
u	𠻚		mu2			
u	𡕡		bu2			
u	𡦄		fu2			
u	𡫾		rhu2			
u	𡰅		hu2			
u	𡴛		du2			
u	𡶒		fu2			
u	𡹆		du2			
u	𡿮		du2			
u	𢀼		fu2			
u	𢃀		wu2			
u	𢃶		du2			
u	𢎦		chu2			
u	𢐸		lu2			
u	𢜮		wu2			
u	𢞦		fu2			
u	𢺻		fu2			
u	𣀣		fu2			
u	𣔻		du2			
u	𣘧		fu2			
u	𣘻		tu2			
u	𣝗		hu2			
u	𣨐		cu2			
u	𣫈		hu2			
u	𣹬		hu2			
u	𣻜		fu2			
u	𣻥		fu2			
u	𣿆		fu2			
u	𤌍		hu2			
u	𤙛		tu2			
u	𤟩		du2			
u	𤮧		lu2			
