韻	字	簡化字	推導音	校正音	罕用標記	註
y	鋖		sy1			
y	鳷		zhy1			
y	鼒		zy1			
y	㽄		sy1			
y	䞽		shy1			
y	樴		zhy1			
y	澬		zy1			
y	燍		sy1			
y	篩	筛	shy1			
y	螄	蛳	shy1			
y	螔		sy1			
y	螭		chy1			
y	褷		shy1			
y	諮	谘	zy1			
y	輺		zhy1			
y	錙	锱	zhy1			
y	髭		zy1			
y	鴟	鸱	chy1			
y	䗪		zhy1			
y	劕		zhy1			
y	檡		shy1			
y	濕	湿	shy1			
y	簁		shy1			
y	簎		chy1			
y	縶	絷	zhy1			
y	螫		shy1			
y	螲		zhy1			
y	謕		sy1			
y	鍦		shy1			
y	鍿		zhy1			
y	鎡		zy1			
y	鮆		zy1			
y	鴲		zhy1			
y	鵄		chy1			
y	䁺		shy1			
y	䔮		sy1			
y	䜉		zhy1			
y	懫		zhy1			
y	織	织	zhy1			
y	職	职	zhy1			
y	蟙		zhy1			
y	蟴		sy1			
y	趩		chy1			
y	蹠	跖	zhy1			
y	頾		zy1			
y	頿		zy1			
y	颸		chy1			
y	䥍		zhy1			
y	䫢		sy1			
y	櫍		zhy1			
y	癡	痴	chy1			
y	蠀		cy1			
y	觶	觯	zhy1			
y	軄		zhy1			
y	辴		chy1			
y	騭	骘	zhy1			
y	魑		chy1			
y	鯔	鲻	zhy1			
y	鶅		zhy1			
y	齍		zy1			
y	識	识	shy1			
y	䏉		shy1			
y	瀷		chy1			
y	礩		zhy1			
y	襫		shy1			
y	釋	释	shy1			
y	鐁		sy1			
y	鰦		zy1			
y	鷀		zy1			
y	齝		chy1			
y	齝		shy1			
y	䑇		zhy1			
y	鰤		shy1			
y	鼅		zhy1			
y	齎	赍	zy1			
y	齜	龇	zhy1			
y	彲		chy1			
y	鷘		chy1			
y	黐		chy1			
y	欐		shy1			
y	鑕		zhy1			
y	鷥	鸶	sy1			
y	鼶		sy1			
y	䵹		zhy1			
y	纗		zy1			
y	襹		shy1			
y	䌳		chy1			
y	䌳		sy1			
y	籭		shy1			
y	鸍		shy1			
y	釃	酾	shy1			
y	𠧚		chy1			
y	𠧵		chy1			
y	𠪮		zhy1			
y	𡂒		zhy1			
y	𡂣		zhy1			
y	𡠗		zhy1			
y	𡣪		shy1			
y	𡩡		shy1			
y	𡮞		zhy1			
y	𡰾		cy1			
y	𡳠		cy1			
y	𡴥		chy1			
y	𢂑		shy1			
y	𢕚		zhy1			
y	𢻫		shy1			
y	𣍆		chy1			
y	𣮊		zhy1			
y	𣳩		zy1			
y	𤭏		chy1			
y	𥀜		zhy1			
y	𥁼		zhy1			
y	𥄶		sy1			
y	𥉍		chy1			
y	𥋏		zhy1			
y	𥎹		zhy1			
y	𥕶		sy1			
y	𥭘		chy1			
y	𥻨		shy1			
y	𥼶		shy1			
y	𥾣		zhy1			
y	𥿮		shy1			
y	𦇲		shy1			
y	𦍧		cy1			
y	𦐉		chy1			
y	𦔥		shy1			
y	𦔫		chy1			
y	𦤻		zhy1			
y	𦮺		sy1			
y	𦸜		zhy1			
y	𦺱		zy1			
y	𧄕		zhy1			
y	𧄹		shy1			
y	𧌔		zhy1			
y	𧕯		shy1			
y	𧞓		zy1			
y	𧠜		shy1			
y	𧠵		cy1			
y	𧪡		chy1			
y	𧾒		cy1			
y	𨈛		zhy1			
y	𨌅		cy1			
y	𨒬		chy1			
y	𨖹		zhy1			
y	𨚖		zy1			
y	𨾦		chy1			
y	𩀝		zhy1			
y	𩄠		zy1			
y	𩅀		zhy1			
y	𩆂		zy1			
y	𩆵		sy1			
y	𩋡		shy1			
y	𩍲		zhy1			
y	𩢏		zhy1			
y	𩮜		shy1			
y	𩶅		chy1			
y	𪀦		chy1			
y	𪂅		zhy1			
y	𪆁		sy1			
y	𪐏		zhy1			
y	𪑿		zy1			
y	𪓿		shy1			
y	𪕊		zy1			
y	𪗉		zy1			
y	𪗋		zy1			
y	𪗪		shy1			
y	𪗻		zhy1			
y	𪙉		chy1			
y	十		shy2			
y	什		shy2			
y	石		shy2			
y	池		chy2			
y	忯		chy2			
y	阺		chy2			
y	㞏		zhy2			
y	坻		chy2			
y	妷		zhy2			
y	岻		chy2			
y	帙		zhy2			
y	彽		chy2			
y	旹		chy2			
y	治		chy2			
y	泜		chy2			
y	直		zhy2			
y	茌		chy2			
y	俋		zhy2			
y	兹		cy2			
y	垐		cy2			
y	姪	侄	zhy2			
y	姼		chy2			
y	持		chy2			
y	柌		sy2			
y	柣		zhy2			
y	眂		chy2			
y	祏		shy2			
y	祠		sy2			
y	茈		cy2			
y	茨		cy2			
y	茬		chy2			
y	茲	兹	cy2			
y	荎		chy2			
y	食		shy2			
y	拾		shy2			
y	䄷		shy2			
y	值		zhy2			
y	射		shy2			
y	時	时	chy2			
y	玼		cy2			
y	瓷		cy2			
y	秩		zhy2			
y	莉		chy2			
y	㨁		shy2			
y	匙		chy2			
y	埴		shy2			
y	疵		cy2			
y	紩		zhy2			
y	翐		zhy2			
y	菭		chy2			
y	蚳		chy2			
y	袠		zhy2			
y	㖷		chy2			
y	䪧		chy2			
y	傂		chy2			
y	堤		chy2			
y	寔		shy2			
y	提		chy2			
y	植		shy2			
y	殖		shy2			
y	湜		shy2			
y	犆		zhy2			
y	胔		cy2			
y	詞	词	sy2			
y	貾		chy2			
y	辝		sy2			
y	遈		shy2			
y	塒	埘	chy2			
y	慈		cy2			
y	禔		chy2			
y	蒔	莳	chy2			
y	誃		chy2			
y	趍		chy2			
y	遟		chy2			
y	鉐		shy2			
y	馳	驰	chy2			
y	䐈		zhy2			
y	實	实	shy2			
y	榯		chy2			
y	碩	硕	shy2			
y	磁		cy2			
y	蝕	蚀	shy2			
y	䈕		chy2			
y	墀		chy2			
y	漦		chy2			
y	潪		zhy2			
y	糍		cy2			
y	褫		chy2			
y	踟		chy2			
y	辤		sy2			
y	遲	迟	chy2			
y	飺		cy2			
y	餈	糍	cy2			
y	骴		cy2			
y	䞾		chy2			
y	䲽		shy2			
y	澬		cy2			
y	濨		cy2			
y	篪		chy2			
y	薋		cy2			
y	褶		shy2			
y	㙷		zhy2			
y	䐲		zhy2			
y	擲	掷	zhy2			
y	擿		zhy2			
y	簃		chy2			
y	薺	荠	cy2			
y	蟄	蛰	zhy2			
y	謘		chy2			
y	鴜		cy2			
y	䆅		cy2			
y	䵂		zhy2			
y	礠		cy2			
y	蹢		zhy2			
y	鼫		shy2			
y	䶔		chy2			
y	辭	辞	sy2			
y	鼭		chy2			
y	豑		zhy2			
y	鶿	鹚	cy2			
y	鷀		cy2			
y	譶		zhy2			
y	躑	踯	zhy2			
y	鰣	鲥	chy2			
y	麝		shy2			
y	齹		chy2			
y	䶵		chy2			
y	𡎰		chy2			
y	𡑌		shy2			
y	𡙮		zhy2			
y	𡸜		zhy2			
y	𣏚		chy2			
y	𣐑		cy2			
y	𣗻		zhy2			
y	𥿆		cy2			
y	𥿆		sy2			
y	𦑡		chy2			
y	𦳚		chy2			
y	𧓉		cy2			
y	𧓸		zhy2			
y	𧽮		zhy2			
y	𨌅		cy2			
y	𩆂		cy2			
y	𩜴		cy2			
y	士		shy4			
y	夂		zhy3			
y	子		zy3			
y	巳		sy4			
y	亖		sy4			
y	止		zhy3			
y	氏		shy4			
y	世		shy4			
y	丗		shy4			
y	仔		zy3			
y	仕		shy4			
y	只		zhy3			
y	史		shy3			
y	四		sy4			
y	市		shy4			
y	矢		shy3			
y	示		shy4			
y	阤		shy3			
y	阤		zhy4			
y	㜽		zy3			
y	伎		zhy4			
y	似		sy4			
y	孖		zy4			
y	字		zy4			
y	寺		sy4			
y	弛		shy3			
y	忕		shy4			
y	旨		zhy3			
y	朿		cy4			
y	次		cy4			
y	此		cy3			
y	死		sy3			
y	汜		sy4			
y	祁		zhy3			
y	自		zy4			
y	至		zhy4			
y	芓		zy4			
y	阯	址	zhy3			
y	伺		sy4			
y	伿		zhy4			
y	佀		sy4			
y	佁		chy4			
y	兕		sy4			
y	厎		zhy3			
y	址		zhy3			
y	坁		zhy3			
y	姊		zy3			
y	姒		sy4			
y	帋		zhy3			
y	志		zhy4			
y	忮		zhy4			
y	戺		shy4			
y	扺	抵	zhy3			
y	攺		sy4			
y	杍		zy3			
y	杘		chy4			
y	杝		zhy4			
y	汦		zhy3			
y	沚		zhy3			
y	泤		sy4			
y	祀		sy4			
y	芷		zhy3			
y	豕		shy3			
y	豸		zhy4			
y	㡹		cy4			
y	㧗		zhy3			
y	㧗		zy3			
y	㧘		zy4			
y	事		shy4			
y	事		zhy4			
y	佌		cy3			
y	佽		cy4			
y	使		shy3			
y	使		shy4			
y	侈		chy3			
y	侍		shy4			
y	制		zhy4			
y	卶		chy4			
y	卶		shy4			
y	坻		zhy3			
y	始		shy3			
y	孠		sy4			
y	抧		zhy3			
y	杫		sy4			
y	柹		shy4			
y	治		zhy4			
y	泗		sy4			
y	祉		chy3			
y	秄		zy3			
y	胏		zhy3			
y	茋		zhy3			
y	迣		zhy4			
y	陊		zhy4			
y	刺		cy4			
y	㑜		chy4			
y	㓨		cy4			
y	㢀		cy4			
y	㢁		chy3			
y	㰣		zy4			
y	俟		shy4			
y	呰		zy3			
y	咫		zhy3			
y	哆		chy3			
y	哆		chy4			
y	垑		chy3			
y	姼		chy3			
y	姼		shy4			
y	屍	尸	shy4			
y	屎		shy3			
y	峙		zhy4			
y	庛		cy4			
y	庤		zhy4			
y	思		sy4			
y	恀		chy3			
y	恀		shy4			
y	恀		zhy3			
y	恃		shy4			
y	恉		zhy3			
y	指		zhy3			
y	施		shy4			
y	是		shy4			
y	枳		zhy3			
y	柶		sy4			
y	柿		shy4			
y	泚		cy3			
y	洔		zhy3			
y	洔		zhy4			
y	牭		sy4			
y	眂		shy4			
y	秭		zy3			
y	耔		zy3			
y	茈		zy3			
y	茡		zy4			
y	虸		zy3			
y	㝂		zhy4			
y	㶴		chy3			
y	倳		zhy4			
y	值		zhy4			
y	剚		zhy4			
y	娡		zhy4			
y	恣		zy4			
y	恥	耻	chy3			
y	歭		zhy4			
y	洍		sy4			
y	涘		shy4			
y	牸		zy4			
y	狾		zhy4			
y	玼		cy3			
y	眎		shy4			
y	眙		chy4			
y	眡		shy4			
y	砥		zhy3			
y	笫		zhy3			
y	紕	纰	chy3			
y	紙	纸	zhy3			
y	翄		shy4			
y	翅		shy4			
y	肂		sy4			
y	致		zhy4			
y	舐		shy4			
y	茝		zhy3			
y	蚝		cy4			
y	貤		shy4			
y	逝		shy4			
y	飤		sy4			
y	㢋		chy3			
y	㣥		zhy4			
y	㨁		zhy4			
y	䒨		sy4			
y	䚳		zhy4			
y	䟗		shy4			
y	埴		chy4			
y	晢	晰	zhy4			
y	梓		zy3			
y	淛		zhy4			
y	畤		shy4			
y	畤		zhy3			
y	畤		zhy4			
y	痓		chy4			
y	痔		zhy4			
y	眥	眦	zy4			
y	秲		shy4			
y	秲		zhy4			
y	笥		sy4			
y	耜		sy4			
y	莿		cy4			
y	袳		chy3			
y	視	视	shy4			
y	豉		shy4			
y	趾		zhy3			
y	㨖		zhy3			
y	㨖		zhy4			
y	䀸		chy4			
y	䀸		zhy4			
y	䛈		shy4			
y	䛋		cy4			
y	䧴		shy4			
y	傂		zhy4			
y	啙		zy3			
y	啻		shy4			
y	媞		shy4			
y	孳		zy4			
y	廁	厕	chy4			
y	弑		shy4			
y	彘		zhy4			
y	徥		shy4			
y	徥		zhy4			
y	掣		chy4			
y	揥		chy4			
y	智		zhy4			
y	植		zhy4			
y	椔		zhy4			
y	欼		chy3			
y	痣		zhy4			
y	竢		shy4			
y	紫		zy3			
y	絘		cy4			
y	羠		sy4			
y	胔		zy4			
y	胾		zhy4			
y	蛓		cy4			
y	袲		chy3			
y	覗		sy4			
y	訵		chy4			
y	貰	贳	shy4			
y	跇		chy4			
y	軹	轵	zhy3			
y	黹		zhy3			
y	㒾		shy4			
y	䇽		zhy4			
y	䓌		zhy4			
y	䛗		zhy3			
y	䩃		shy4			
y	傺		chy4			
y	勢	势	shy4			
y	嗜		shy4			
y	嗣		sy4			
y	嫉		zy4			
y	寘	置	zhy4			
y	廌		zhy4			
y	滍		zhy4			
y	滓		zhy3			
y	痸		chy4			
y	稚		zhy4			
y	筮		shy4			
y	置		zhy4			
y	肆		sy4			
y	蒔	莳	shy4			
y	蔱		shy4			
y	觢		shy4			
y	訾		zy3			
y	訿		zy3			
y	試	试	shy4			
y	誃		chy3			
y	跐		cy3			
y	跐		zhy3			
y	跐		zy3			
y	跮		chy4			
y	跱		zhy4			
y	輊	轾	zhy4			
y	遟		zhy4			
y	鈶		sy4			
y	雉		zhy4			
y	飼	饲	sy4			
y	㡜		shy4			
y	㱀		chy3			
y	䅩		zhy3			
y	䎺		zhy4			
y	䟷		chy4			
y	䰡		chy4			
y	屣		shy3			
y	屣		shy4			
y	滯	滞	zhy4			
y	漬	渍	zy4			
y	疐		zhy4			
y	舓		shy4			
y	蓰		shy3			
y	製	制	zhy4			
y	褆		shy4			
y	褆		zhy4			
y	誌	志	zhy4			
y	誓		shy4			
y	鉹		chy3			
y	銐		chy4			
y	銐		zhy4			
y	馶		shy4			
y	㱴		zy4			
y	䊓		shy4			
y	䊓		zhy4			
y	䗐		shy4			
y	䭁		zhy4			
y	僿		shy4			
y	幟	帜	chy4			
y	幟	帜	shy4			
y	徵		zhy3			
y	慸		chy4			
y	摯	挚	zhy4			
y	潪		zhy4			
y	澌		sy4			
y	瘛		chy4			
y	禩		sy4			
y	稺		zhy4			
y	翨		shy4			
y	螆		cy4			
y	褫		chy3			
y	褫		zhy4			
y	誺		chy4			
y	賜	赐	sy4			
y	質	质	zhy4			
y	醏		shy4			
y	銴		shy4			
y	駛	驶	shy3			
y	駛	驶	shy4			
y	駟	驷	sy4			
y	骴		zy4			
y	齒	齿	chy3			
y	㣈		sy4			
y	㿃		zhy4			
y	䔂		zhy3			
y	䚢		chy4			
y	䞃		zhy4			
y	䩢		zhy4			
y	䯸		cy4			
y	䳅		zhy3			
y	噬		shy4			
y	澨		shy4			
y	熾	炽	chy4			
y	璏		zhy4			
y	積	积	zy4			
y	緻	致	zhy4			
y	蕼		sy4			
y	薙	剃	sy4			
y	薙	剃	zhy4			
y	諟		shy4			
y	諡		shy4			
y	踶		zhy4			
y	遾		shy4			
y	駤		zhy4			
y	䚦		zhy4			
y	䳐		cy4			
y	儩		sy4			
y	懥		zhy4			
y	檣	樯	zhy4			
y	簁		shy3			
y	縰		shy3			
y	謘		zhy4			
y	謚	谥	shy4			
y	鍦		shy4			
y	騃	呆	shy4			
y	鴲		zhy4			
y	懘		chy3			
y	懘		chy4			
y	懫		zhy4			
y	簭		shy4			
y	糦		chy4			
y	織	织	zhy4			
y	贄	贽	zhy4			
y	蹛		zhy4			
y	鎩	铩	shy4			
y	髊		zy4			
y	䥍		zhy4			
y	䱥		zhy4			
y	觶	觯	zhy4			
y	鶅		zhy4			
y	識	识	zhy4			
y	礩		zhy4			
y	饎		chy4			
y	鯷		shy4			
y	䰍		cy4			
y	騺		zhy4			
y	䲀		zhy4			
y	灑	洒	shy3			
y	灑	洒	shy4			
y	躓	踬	zhy4			
y	鷙	鸷	zhy4			
y	曬	晒	shy4			
y	矖		shy3			
y	襹		shy4			
y	纚		shy3			
y	躧		shy3			
y	釃	酾	shy3			
y	𠂔		zhy3			
y	𠂕		shy3			
y	𠈈		cy3			
y	𠊷		zhy4			
y	𠍜		zhy4			
y	𠒃		sy4			
y	𠒅		sy4			
y	𠛐		zhy4			
y	𠟴		chy3			
y	𡘌		cy3			
y	𡚼		chy3			
y	𡠗		zhy4			
y	𡳭		chy4			
y	𡽆		zhy4			
y	𢄢		zhy4			
y	𢐂		shy4			
y	𢐂		zhy4			
y	𢓪		shy4			
y	𢘽		chy4			
y	𢜳		chy4			
y	𢝃		zhy4			
y	𢨒		chy4			
y	𢨪		shy4			
y	𢴧		zhy4			
y	𢷐		zhy4			
y	𢻃		shy4			
y	𢻈		zhy4			
y	𢾫		zhy3			
y	𣂯		shy4			
y	𣉻		zhy4			
y	𣐉		chy4			
y	𣣌		cy4			
y	𣣌		zy4			
y	𣩠		sy4			
y	𣱐		zhy4			
y	𣲵		zhy3			
y	𣳪		shy4			
y	𣸆		zy3			
y	𤖻		shy4			
y	𤜣		shy4			
y	𤢻		chy4			
y	𤴟		zhy4			
y	𤸪		chy4			
y	𤿙		zhy4			
y	𥉻		chy4			
y	𥍭		zhy4			
y	𥏳		shy4			
y	𥘰		sy4			
y	𥾩		shy4			
y	𦃘		zhy4			
y	𦎸		zy4			
y	𦐊		shy4			
y	𦓨		sy4			
y	𦚨		shy4			
y	𦜗		zhy4			
y	𦞤		sy4			
y	𦥊		chy4			
y	𦥐		zhy4			
y	𦧇		shy4			
y	𦭮		zhy4			
y	𦳊		shy3			
y	𧀩		sy4			
y	𧂐		zy4			
y	𧉠		cy4			
y	𧊒		cy4			
y	𧖛		chy3			
y	𧙁		zhy4			
y	𧛢		zhy3			
y	𧧒		cy4			
y	𧩼		chy4			
y	𧩼		zhy3			
y	𧰲		chy3			
y	𧰽		sy4			
y	𧱅		sy4			
y	𧳅		shy4			
y	𧳙		sy4			
y	𧺼		cy3			
y	𧻸		shy4			
y	𧼪		chy4			
y	𧿲		zhy3			
y	𨂰		chy4			
y	𨆫		zhy4			
y	𨎌		zhy4			
y	𨽄		shy4			
y	𨽼		sy4			
y	𩊝		zhy4			
y	𩊞		zhy4			
y	𩋩		zhy4			
y	𩌦		shy3			
y	𩌦		shy4			
y	𩎉		shy3			
y	𩛌		shy4			
y	𩜮		chy4			
y	𩜼		shy4			
y	𩢑		cy3			
y	𩢲		shy4			
y	𩬶		sy4			
y	𩰢		shy3			
y	𩰢		shy4			
y	𩹈		zhy4			
y	𩻼		zhy4			
y	𩾔		cy4			
y	𪊍		sy4			
y	而		el2			
y	兒	儿	el2			
y	陑		el2			
y	䎠		el2			
y	咡		el2			
y	峏		el2			
y	洏		el2			
y	耏		el2			
y	栭		el2			
y	胹		el2			
y	唲		el2			
y	婼		el2			
y	陾		el2			
y	誀		el2			
y	輀		el2			
y	髵		el2			
y	鮞	鲕	el2			
y	鴯	鸸	el2			
y	𠒆		el2			
y	𣚊		el2			
y	𦓒		el2			
y	𦠌		el2			
y	𨎪		el2			
y	𨼏		el2			
y	𩰴		el2			
y	二		el4			
y	尒		el3			
y	尔		el3			
y	弍		el4			
y	耳		el3			
y	佴		el4			
y	刵		el4			
y	迩		el3			
y	㛅		el4			
y	咡		el4			
y	洱		el3			
y	洱		el4			
y	毦		el4			
y	珥		el4			
y	䎶		el4			
y	眲		el4			
y	䋙		el3			
y	䏪		el4			
y	衈		el4			
y	貳	贰	el4			
y	䣵		el4			
y	誀		el4			
y	爾	尔	el3			
y	餌	饵	el4			
y	樲		el4			
y	駬		el3			
y	髶		el4			
y	邇	迩	el3			
y	𦖢		el4			
y	𩱓		el4			
y	𪕔		el3			
